codigo,descricao
4.09.00000500072,GANCHO COM TRAVA 10M-3,2 TON P/ CORRENTE
4.09.00000500073,EXTENSAO DE SOLDA 4
4.09.00000500074,EXTENSAO DE SOLDA 6
4.09.00000500075,MARTELO DE BOLA  1KG
4.09.00000500076,CHAVE DE BOCA 32X36
4.09.00000500077,CHAVE TARRAXA 1 SAMA TOOLS
4.09.00000500078,CHAVE TARRAXA 1.1/4 SAMA TOOLS
4.09.00000500079,CHAVE TARRAXA 2 SAMA TOOLS
4.09.00000500080,BROCA 27MM
4.09.00000500081,BROCA 1
4.09.00000500082,CHAVE TARRAXA 1.1/2 RIDGID
4.09.00000500083,CHAVE ESTRIA 1.1/2 X 1.5/16
4.09.00000500084,CHAVE ESTRIA 1.3/8 X 1.1/2
4.09.00000500085,CHAVE DE RODA 27X30 MM
4.09.00000500086,(USADO) PISTOLA APLICADORA DE SILICONE 9
4.09.00000500087,SOQUETE PERFIL TORX  E12MM ENCAIXE 1/2
4.09.00000500088,SOQUETE PERFIL TORX  E14MM ENCAIXE 1/2
4.09.00000500089,CHAVE DE RODA 32 MM
4.09.00000500090,BICO DE CONTATO 1.0  REBAIXADO SOLDA MG
4.09.00000500091,TARRACHA MANUAL PARA TUBO PVC
4.09.00000500092,CHAVE FIXA DE BATER 2
4.09.00000500093,CHAVE MANDRIL 1/2
4.09.00000500094,SERRA COPO 16MM = 5/8 HSS BI-METAL
4.09.00000500095,CHAVE DE RODA 1.1/2
4.09.00000500096,CHAVE BOCA IMPACTO 70MM
4.09.00000500097,CHAVE DE BOCA 34X36
4.09.00000500098,CURVADOR MANUAL PARA TUBO METALICO ATE 3/8
4.09.00000500099,CHAVE TARRACHA  FEMEA ROSCA EXTERNA
4.09.00000500100,JOGO FERRAMENTA AJUSTE HIDRAULICO EM TUBOS
4.09.00000500101,CHAVE DE RODA 28MM  X 38MM
4.09.00000500102,JOGO CLIPADEIRA MANUAL MASTERCOOL
4.09.00000500103,MANOMETRO 1/4
4.09.00000500104,CHAVE TORK N¯ 43 T60
4.09.00000500105,CHAVE ESTRIA DE IMPACTO 1.5/8
4.09.00000500106,CHAVE ESTRIA IMPACTO 70MM
4.09.00000500107,(USADO) EXTENSAO ELETRICA
4.09.00000500108,BICO PARA ENGATE RAPIDO DE 1/2
4.09.00000500109,CHAVE DE FENDA
4.09.00000500110,MEDIDOR PROFUNDIDADE PARA PNEUS
4.09.00000500111,CABECA PARA MARRETA 10 KG
4.09.00000500112,CABECA PARA MARRETA 2 KG
4.09.00000500113,GANCHO DE SUSPENSAO VERTICAL 110x120 MM
4.09.00000500114,ALICATE CRIMPADOR PARA TERMINAL RED LINE
4.09.00000500115,SERRA COPO 38MM = 1.1/2  HSS BI-METAL
4.09.00000500116,BROCA 9,5MM
4.09.00000500117,MATRIZ PARA TUBO 3
4.09.00000500118,MATRIZ PARA TUBO 2.1/2
4.09.00000500119,MATRIZ PARA TUBO 2
4.09.00000500120,MATRIZ PARA TUBO 1.1/2
4.09.00000500121,MATRIZ PARA TUBO 1
4.09.00000500122,MATRIZ PARA TUBO 3/4
4.09.00000500123,SOQUETE SEXTAVADO 1.9/16  ENCAIXE 3/4
4.09.00000500124,SOQUETE SEXTAVADO 1.3/16  ENCAIXE 3/4
4.09.00000500125,SOQUETE SEXTAVADO 11/16 ENCAIXE 3/8
4.09.00000500126,SOQUETE ESTRIADO 19MM ENCAIXE 3/8
4.09.00000500127,SOQUETE SEXTAVADO 1.7/8  ENCAIXE 1
4.09.00000500128,SOQUETE ESTRIADO 1.11/16  ENCAIXE  1
4.09.00000500129,LAMINA SERRA TICO-TICO T 118 B
4.09.00000500130,LAMINA SERRA TICO-TICO T 244 D
4.09.00000500131,MARRETA 8 KG COM CABO
4.09.00000500132,CHAVE DE FENDA PHILIPS 3/16 X 4
4.09.00000500133,BROCA 10,5 MM
4.09.00000500134,LIMA TRIANGULO 4 SEM CABO ROCAST
4.09.00000500135,BROCA 7,5 MM
4.09.00000500136,SOQUETE ESTRIADO 1.1/2  ENCAIXE 3/4
4.09.00000500137,BROCA 11,5 MM
4.09.00000500138,MANDRIL 1/2
4.09.00000500139,CABECA PARA MARRETA N¯ 16
4.09.00000500140,REBOLO 150 X 72 X 56 MM - PN A20Q6B
4.09.00000500141,SOQUETE ESTRIADO 1  ENCAIXE 3/4
4.09.00000500142,REGUA ESCALA ACO INOXIDAVEL 1001MM
4.09.00000500143,COMPASSO DE CALDEIREIRO
4.09.00000500144,CHAVE FIXA 1.3/8 X 1.1/4 (BOCA X BOCA)
4.09.00000500145,SOQUETE ESTRIADO 1.5/8  ENCAIXE 3/4
4.09.00000500146,SOQUETE ESTRIADO 1.7/8  ENCAIXE 3/4
4.09.00000500147,SERRA COPO 19MM = 3/4  HSS BI-METAL
4.09.00000500148,BROCA 13/32
4.09.00000500149,BROCA CHATA 10MM
4.09.00000500150,DESANDADOR VIRA MACHO N¯4
4.09.00000500151,CHAVE ENGRENAGEM ESTRIADA 7/8 GEDORE
4.09.00000500152,CHAVE JUNTA UNIVERSAL ARTICULAVEL ENCAIXE 1/2
4.09.00000500153,CHAVE ESTRIA 1.1/16 X 1.1/8
4.09.00000500154,CHAVE PORCA CILINDRICA 1/2 PN 7810399
4.09.00000500155,CHAVE PORCA CILINDRICA 17MM
4.09.00000500156,CHAVE BOCA 1.3/8 X 1.1/2
4.09.00000500157,SOQUETE ESTRIADO 7/8  ENCAIXE 3/4
4.09.00000500158,DISCO AFIADOR CORRENTE 11H 5.3/4 X 5/16 X 7/8
4.09.00000500159,LUVA DE REDUCAO 1/2 X 3/4
4.09.00000500160,ALICATE TENAZ
4.09.00000500161,BROCA 1.1/8
4.09.00000500162,GANCHO OLHAL 1 TON
4.09.00000500163,CHAVE DE IMPACTO 65MM
4.09.00000500164,SOQUETE ESTRIADO 1.1/16  ENCAIXE 3/4
4.09.00000500165,SERRA TICO TICO
4.09.00000500166,CHAVE DE IMPACTO 3''
4.09.00000500167,CHAVE DE IMPACTO 85MM
4.09.00000500168,CHAVE DE IMPACTO 50MM
4.09.00000500169,BUCHA - PN 4443885 JOHN DEERE
4.09.00000500170,MACARICO PRE-AQUECIMENTO 22 FUROS COD. EQ-14201-01
4.09.00000500171,BICO TOCHA SOLDA MIG 1,2MM
4.09.00000500172,BICO PARA LIMPEZA PLASTICO MS15
4.09.00000500173,AGULHEIRO PARA LIMPEZA DE MACARICO
4.09.00000500174,PUNÄAO MARCADOR DE PEÄA
4.09.00000500245,CHAVE DE BATER ESTRIA  2ÔÔ
4.09.00000500255,SACHO CORAÄ«O COM CABO TRAMONTINA 110 CM
4.09.00000500256,CHAVE PARA TRAVAR POLIA
4.09.00000500257,BROCA DE FURADEIRA DE TRILHO SERRA COPO 32x50
4.09.00000500258,BROCA FURADEIRA DE TRILHO SERRA COPO 30X50
4.09.00000500259,MACARICO PORTATIL A GAS AUTOMATICO
4.09.00000500260,BROCA AÄO RAPIDO HASTE C‚NICA 1.1/4 A130 DIN 345 - MARCA DORMER
4.09.00000500261,MACACO CX TRANSMISS HID 800KG RODA PU RAVEN
4.09.00000500262,MACACO CX TRANSMISS HID 750KG MARCON
4.09.00000500263,JG SOQ ESTRIADOS 1/2 -22
4.09.00000500264,CHAVE PHILLIPS 1/4 X6
4.09.00000500265,MARTELO DE POLIURETANO Nß 65 1500G COM ALMA DE ACO
4.09.00000500266,FOICE
4.09.00000500267,CAIXA DE INSPECAO PVC 300X600 S/ TAMPA PARATEC 959
4.09.00000500268,ACOPLADOR HIDRAULICO 1/8 FINO
4.09.00000500269,MAÄARICO DE CORTE VT - 531 VORTECH
"4.09.00000500270,BROCA DORMENTE PARA MATHISA AC 3/4""X300mm - IRWIN"
4.09.00000500271,INVERSORA /RETIF SOLDA TIG 158/250A 220V RIV250
4.09.00000500272,REGULADOR DE PRESS«O P/ GLP
4.09.00000500273,REBOLO COPO RETO 125 X 60 M20 X 2,5 - GEISMAR
4.09.00000500274,REBOLO 150X 72 X 56 (MP12/MP5 ) GEISMAR
4.09.00000500275,SOQUETE TORX 1/2 ITX19L-T70
4.09.00000500276,SOQUETE TORX 1/2 ITX19-T60
4.09.00000500277,SOCADOR DE LASTRO LT= 400MM
4.09.00000500278,TOOLS COBRA TT 32X160
4.09.00000500279,FERRAMENTA DE INTERFACE ELETRONIC DATA LINK - SERVICE ADVISOR 5.0
4.09.00000500280,LAVADORA PROF FICA 5CV TRIF 220V
4.09.00000500281,GERADOR DIESEL 8KVA 220V P.E
4.09.00000500282,CALIBRADOR DE PNEUS ANALOGICO  0-170 PSI
4.09.00000500283,CHAVE DE IMPACTO PNEUMATICA 1 COM EIXO ESTENDIDO 3200NM - STANLEY
4.09.00000500284,CABO PARA Pµ - TRAMONTINA EM MADEIRA COM EMPUNHADURA PLµSTICA ERGON‚MICA 90 CM
"4.09.00000500285,ESMERILHADEIRA ANGULAR COM 3 DISCOS DE 4.1/2"" 850W 220V GWS850"
4.09.00000500286,ESMERILHADEIRA DE 7'' 2500W GWS25-180 18F3.0E0 220V - BOSCH 
4.09.00000500287,PISTOLA DE CORTE DE ATê 600 AMPERS F-2 - CARBOGRAFITE
4.09.00000500288,ESPATULA CHATA 500MM CRV
4.09.00000500289,KIT ESPATULA TRUCK SIMPLES VILUZ (PNEU SEM CAMARA)
4.09.00000500290,FURADEIRA DE TRILHOS MOTOR HONDA 5,5 HP
4.09.00000500291,GABARITO TR68 - FURADEIRA DE TRILHOS
4.09.00000500292,SUPORTE DE BROCA 1.1/8
4.09.00000500293,SUPORTE DE BROCA DE 1ÔÔ1/4
4.09.00000500294,CAIXA DE FERRAMENTA DE 3 GAVETAS
4.09.00000500295,CAIXA DE FERRAMENTA DE 7 GAVETAS (FERCAR N9)
4.09.00000500296,MAQUINA SOLDA MIG/MIG 400A TRI CAB/EXT MM-405 1,2
4.09.00000500297,MULTIMETRO DIG 10A DC HFE 600V ET-1002 MINIPA
4.09.00000500298,JG CH FENDA/PHILLIPS 5PCS 44130/505
4.09.00000500299,JG CH TORX L C/SUP/GUIA 7P T10- T40 VTX5
4.09.00000500300,ALICATE CORTE DIAGONAL 6 IOX 44002/106
4.09.00000500301,CANETA POLARIDADE 12/24V C/LED CPO-250 PLANATC
4.09.00000500302,CH BIELA L 12 MM
4.09.00000500303,CH COMBINADA 10
4.09.00000500304,CH COMBINADA 12
4.09.00000500305,CH COMBINADA 13
4.09.00000500306,ESCADA PLATAFORMA ALUMINIO 3,0 METROS
4.09.00000500307,BOLSA LONA 46 X 28 X 30 PR/VM 32 BOLSOS 902569 MTX
4.09.00000500308,ALICATE DESENCAPADOR FIO AUTOM 6.1/2
4.09.00000500309,MICROMETRO EXTERNO 0-25MM 103- 137 MITUTOYO
4.09.00000500310,CH IMPACTO 1/2 BAT 20V LI 300NM CIV-200 BIVOL
4.09.00000500311,MICROMETRO EXTERNO 25-50MM F.F 503.001 KING FL
4.09.00000500312,ALICATE BICO CHATO TRAVA HOMOCINETICA RAVEN 103005
4.09.00000500313,JG SOQUETE ALLEN 1/2 4-17MM 9PCS LONGO KING TONY 4120PR10
4.09.00000500314,JG CH BIELA 8-19 MM 25B/12M GEDORE
4.09.00000500315,MARTELO BORRACHA 60 MM 40684/060 TRAMONTINA MASTER
4.09.00000500316,ESPATULA REDONDA 24 P/PNEU 24 44747/060
4.09.00000500317,ESPATULA CHATA 10 P/PNEU 10 44745/027
4.09.00000500318,SACA POLIA 3 GARRAS ARTICULADAS
4.09.00000500319,JG CH FENDA/PHILLIPS PONTA MAGNETICA 6PCS
4.09.00000500320,JG SOQUETE SEXTAVADO 1/4-1/2 10-32MM 172PCS R45603172 GEDORE RED
4.09.00000500321,JG FERRAMENTA C/178 PCS OFICINA MASTER 5000R ROBUST SOLID
4.09.00000500322,TORQUIMETRO C/RELOGIO ENC 1/2 0-250NM PONTEIRO ARRASTE
4.09.00000500323,JG CH FENDA/PHILLIPS PRECISAO 18PCS 7030 BRASFORT
4.09.00000500324,TORQUIMETRO ESTALO ENC 3/8 5- 34NM RAVEN 100200
4.09.00000500325,ALICATE PRESSAO 10 MORD CURV/RET VGRIP 10VR IRWIN
4.09.00000500326,ESPATULA CABO MADEIRA 4 77394/045 
4.09.00000500327,ESPATULA CABO MADEIRA 10 77394/105
4.09.00000500328,TORQUIMETRO ESTALO ENC 3/4 200- 1000NM 44506/404
4.09.00000500329,CHAVE DA BIELA L - 12MM
4.09.00000500330,CHAVE COMBINADA 12MM
4.09.00000500331,CABO FIBRA MARRETA 3KG/4KG - 600MM 40721/060 - PN 38464
4.09.00000500332,MOTOCOMPRESSOR DE AR PRATIC AIR CSI 8,5 PêS 2HP 50 LITROS - SCHULZ-CSI85/50
4.09.00000500333,MARRETA 3,0 KG CUNHA P/BORRACHEIRO C/CABO
4.09.00000500334,MµQUINA DE DESMONTAR PNEUS DE CAMINHÂES E AGR÷COLAS
4.09.00000500335,PC MARTELETE PERFURADOR ROMPEDOR 220V 850W 28MM-3,2J GBH 2-28D
4.09.00000500336,PC TALHADEIRA SDS-PLUS 20X250MM 2608578518
4.09.00000500337,PONTEIRO SDS-PLUS 250MM 2608578516
4.09.00000500338,CHAVE DE IMPACTO PNEUMµTICA 3/4'' 1200Nm Mod.:AT-6607TK  - PUMA
4.09.00000500339,PLANETARIA UNIFAP 44 DENT 15.103 - PN 350
"4.09.00000500340,JOGO DE SOQUETE ESTRIADO 3/8"" COM 34 PEÄAS - PN 203403MPBJ  - BELZER"
4.09.00000500341,CARRINHO ERGONOMICO P/CH IMPACTO CAR-10 SIGMA
4.09.00000500342,RISCADOR DE CHAPA TIPO CANETA - PN 17513
4.09.00000500343,REDUCAO SOQUETE 1/2 X 3/8 - PN 7491
4.09.00000500344,LUVA
4.09.00000500345,CHAVE SOQUETE
4.09.00000500346,MULTIMETRO DIGITAL ET-2082E 750/1000V - MINIPA
4.09.00000500347,CABO DE FIBRA PARA MARRETA 3KG/4KG
4.09.00000500348,REFLETOR RECARREG PORTATIL 10W BIVOLT PRO SLP501 SOLVER
4.09.00000500349,TRIPE P/REFLETOR AJUSTAVEL SLP- TP1 SOLVER
4.09.00000500350,CALIBRADOR ANALOGICO 220PSI 1/4
4.09.00000500351,KIT DE SOLDA C/10M CABO 70 MM2, PORTA ELETRODO E TERMINAIS 0000129431
4.09.00000500352,ALICATE PRESSAO 137-10 GEDORE 029010
4.09.00000500353,CONJUNTO LUBRIFIL 1 COPO FA07 1/4
4.09.00000500354,BOMBA DE GRAXA MANUAL 4KG
4.09.00000500355,KIT DE FERRAMENTAS 16 PEÄAS POWER 2811
4.09.00000500356,VONDER - KIT DE FERRAMENTAS , ALICATE DE CRIMPAR CABO DE REDE RJ11, RJ12, RJ45TESTADOR DE CABO DE REDE MAIS ACESSORIOS
4.09.00000500357,JOGO DE ESPATULAS DE NYLON, COM 4 PEÄAS
4.09.00000500358,LAMINA SERRA TICO-TICO T 111 C
4.09.00000500359,JG CH COMBINADA 6-22 MM 12PCS
4.09.00000500360,JG CH COMBINADA 6-32 MM 12PCS
4.09.00000500361,JOGO DE CHAVE ALLEN COM ARGOLA 1,5-8MM
4.09.00000500362,JOGO DE CHAVE MULTIDENTADA 4-18MM
4.09.00000500363,ALICATE BICO M C 6 IOX
4.09.00000500364,ALICATE PRESSAO 1O`
4.09.00000500365,ESPATULA REDONDA 23 P/ PNEU 38A/23 GEDORE
4.09.00000500366,JOGO DE CHAVE DE BOCA 6-17MM
4.09.00000500367,DETECTOR TENSAO AC SON/LUM DTV-1210
4.09.00000500368,JOGO DE CHAVE DE BOCA 6-32MM 12PCS
4.09.00000500369,ELETRODO
4.09.00000500370,KIT CHAVES PHILIPS FENDA - 06 PÄ
4.09.00000500371,TRENA LONGA 50 M X 12,5 MM SPARTA
4.09.00000500372,CHAVETA MEIA LUA
4.09.00000500373,MAQUINA DE SOLDA MIG MULTI-PROC. 300A 220V BOXER HARDMIG325FLEX
4.09.00000500374,VARETA DE SOLDA 70S3 2,50MM
4.09.00000500375,EXTENSAO DE SOLDA 201 NR 09
4.09.00000500376,COMPRESSOR 7H15 FLX7 4052 2A 125MM 24V R134A
4.09.00000500377,JOGO DE CHAVE ALLEN ABAULADA LONGA 1,5-10MM
4.09.00000500378,COMPRESSOR 7H15 - FLEX 4862 8 ORELHAS 2A 24V
4.09.00000500379,CALIBRADOR GRANDE ENCAPADO
4.09.00000500380,SERRA MARMORE 220V 1500W 125MM GDC 151-TITAN COM KIT REFRIGERACAO
4.09.00000500381,BROCA ESPADA 1'1/4
4.09.00000500382,PC REGULADOR DE PRESSAO ACETILENO R71 SIMPLES ESTAGIO - LINHA MEDIA
4.09.00000500383,PC REGULADOR DE PRESSAO OXIGENIO R72 SIMPLES ESTAGIO - LINHA MEDIA PARA SOLDA E CORTE
4.09.00000500384,PC VALVULA SECA CORTA CHAMA ACETILENO VSCR/GC PARA REGULADOR 
4.09.00000500385,PC VALVULA SECA CORTA CHAMA OXIGENIO VSCM/OX PARA MACARICO
4.09.00000500386,PC VALVULA SECA CORTA CHAMA OXIGENIO VSCR/OX PARA REGULADOR
4.09.00000500387,EMBOCADURA,DIREITA,WKM,9 E 15 METROS
4.09.00000500388,PC VALVULA SECA CORTA CHAMA ACETILENO VSCM/GC PARA MACARICO
4.09.00000500389,SUB-MONT., SIST,FREIO,TRAV,QUED,WKM,9M
4.09.00000500390,LAVADORA KARCHER K 3.30 SM PLUS
4.09.00000500391,CHAVE FIXA DE BOCA 24MM
4.09.00000500392,MORSA COODENADA 100MM
4.09.00000500393,MEDIDOR DIGITAL ‡LEO LUBRIF 
4.09.00000500394,PROPULSORA PNEUMATICA ‡LEO LUBRIF T200L
4.09.00000500395,KIT CHAVE DE IMPACTO 1/2 PNEUMATICA 17 PÄS
4.09.00000500396,MACACO MEC∂NICO PARA VIA MODELO SIMPLEX-A17
4.09.00000500397,REBARBADORA EXTRA LARGA COM BOMBA MANUAL, FABRICAÄ«O GEISMAR MODELO ESN3MI
4.09.00000500398,KIT PEÄAS PARA MANUTENÄ«O BµSICA DA MTZ350AS
4.09.00000500399,KIT DE PEÄAS PARA MANUTENÄ«O BASICA MP5
4.09.00000500400,CAPA PARA TRANSPORTE RCA, RCFF, GARNET 1435 MM
4.09.00000500401,FURADEIRA DE DORMENTES PORTµTIL µ GASOLINA 4T
4.09.00000500402,ESMERILHADEIRA MODELO MP5 COM MOTOR HONDA GXR 120
4.09.00000500403,TIREFONADORA - PARAFUSADORA - MODELO MIW3
4.09.00000500404,MAQUINA DE FURAR DORMENTES MOD. PT8
4.09.00000500405,VIBRADOR PORTATIL VPS NEO
4.09.00000500406,KIT DE PEÄAS PARA MANUTENÄ«O BASICA VPS NEO
4.09.00000500407,MAQUINA DE FURAR TRILHO - PR8-S DUAL
4.09.00000500408,MAQUINA PARA CORTAR TRILHO µ DISCO
4.09.00000500409,KIT PEÄAS PARA MANUTENÄ«O BµSICA DA TS2
4.09.00000500410,RêGUA ANAL‡GICA - MODELO RCFF1435
4.09.00000500411,RêGUA DE BITOLA E SUPER ELEVAÄ«O  TGC- 1435MM
4.09.00000500412,SERRA DE TRILHOS TS800 COM BRAÄO ARTICULADO
4.09.00000500413,MACACO MEC∂NICO 15 TON - TRACK JACK 15T
4.09.00000500414,Pµ QUADRADA CABO CURTO
4.09.00000500415,KIT PEÄAS PARA MANUTENÄ«O BASICA DA RCFF/RCA
4.09.00000500416,KIT PEÄAS PARA MANUTENÄ«O BASICA PTXL
4.09.00000500417,LIMA  ROTATIVA CONICA
4.09.00000500418,LIMA  ROTATIVA PARALA
4.09.00000500419,ALICATE COM CABO DE GRAFITE
4.09.00000500420,KIT PEÄAS PARA MANUTENÄ«O BASICA DA  MIW3
4.09.00000500422,BALANÄA COMPLETA MODULO 3X2X9M 45T CONFIANCA - MODULO MONTADO C/ FERRAGEM P/ RECEBIMENTO. DE CONCRETO
4.09.00000500423,MEDIDOR DE VIBRAÄAO DIGITAL  -  MV 690
"4.09.00000500424,CHAVE IMPACTO PNEUMATICA 1/2"" - 900W - 220V - GAMA"
4.09.00000500425,CHAVE DE IMPACTO PNEUMµTICA 3/4'' 1200NM
4.09.00000500426,TERROMETRO MTR 1520D
4.09.00000500427,BALANCA ELETRONICA DIGITAL PARA GAS AR CONDICIONADO
4.09.00000500428,AFIADOR DE CORRENTE
4.09.00000500429,CALIBRADOR DE PNEUS ELETRONICO 220V - 16W PREMIUM
"4.09.00000500430,ROSQUEADEIRA ELETRICA RE-4 CAP. 1/2"" A 4"" CARACOL - 110/220V - 750W"
4.09.00000500431,PROPULSORA PNEUMATICA PARA GRAXA 30KG BOZZA
4.09.00000500432,POLITICOTE MTZ A COMBUST«O GEISMAR
4.09.00000500433,GERADOR DE ENERGIA 4KVA 220V TRIFASICO
4.09.00000500434,BELICHE TORNEADO
4.09.00000500435,CHAVE COMBINADA 34MM
4.09.00000500436,MAQUINA DE SOLDA  INVERSORA (MIN. 400A)
4.09.00000500437,VACUOMETRO DIGITAL
4.09.00000500438,MAQUINA DE SOLDA PORTATIL 220V - MODELO ESAB LHN 220I PLUS
4.09.00000500439,CACHIMBO 17MM
4.09.00000500440,NIVELADORA E ALINHADORA DE TRILHOS
4.09.00000500441,LEVANTADORA E PUXADORA - MODELO RV100
4.09.00000500442,KIT PEÄAS PARA MANUTENÄ«O BASICA PT8
4.09.00000500443,VENTOSA
4.09.00000500573,LAVADORA KARCHER HD8/15 220V TRI AG.FRIA 2175PSI
4.09.00000500574,JOGO BITS 37PC 
4.09.00000500575,REMOVEDOR EXTRATOR DE TERMINAIS CONECTORES
4.09.00000500576,JOGO DE SOQUETE SEXTAVADO 1/2 10-22MM
4.09.00000500577,JOGO CHAVE DE FENDA/PHILLIPS
4.09.00000500578,SACA PINO 1/2-7/8
4.09.00000500579,SACA PINO 7/8-1.1/4
4.09.00000500580,SACA PINO 1.1/4-2
4.09.00000500581,TORQUIMETRO ESTALO ENC 3/4 160-800NM 96412 SATA
4.09.00000500582,MARTELO DE EMERGENCIA
4.09.00000500583,FERRO PARA SOLDA 60W 127V
4.09.00000500584,SOLDA ROLO
4.09.00000500585,DISCO PVC LIXADEIRA
4.09.00000500586,SOQUETE IMPACTO L1 1.7/8 K21L
4.09.00000500587,SOQUETE MAGNETICO 10X65 MTX
4.09.00000500588,CHAVE GRIFO 48
4.09.00000500589,MACACO HIDROPNEUMµTICO BOVENAU 30TON NORMAL
4.09.00000500590,MAQUINA SOLDA .MIG400A/MM 405E C/CAB. EXT. 04 ROLDANA 220/380V/440 TRIF. 6878405000
4.09.00000500591,TOCHA MIG 330A/60% MISTURA 3,5M TMV 400 EURO-CONECTOR 6848400350
"4.09.00000500592,SOQUETE EST ENC 1/2"" LONGO 21MM"
"4.09.00000500593,EXTENSAO ENC 1/2"" 5"""
4.09.00000500594,REGULADOR P/ARGONIO/MISTURA RI-30N 1 ESTAGIO
4.09.00000500595,ADAPTADOR P/CARRETEL
4.09.00000500596,PUXADOR ALCA 102MM
4.09.00000500597,MAQUINA DE CORTE PLASMA MANUAL 220V MONOF 12/16MM HANDYPLASMA 35I
4.09.00000500598,SOQUETE IMPACTO 1 X 65MM
4.09.00000500599,CHAVE REVERSORA TRIFASICA
"4.09.00000500600,CHAVE SEXTAVADA PARA CUBO RODA COM 1"" DE ENCAIXE 105MM"
4.09.00000500601,CHAVE CUBO 100MM OITAVADA
4.09.00000500602,CHAVE CUBO 116MM OITAVADA
4.09.00000500603,BIT SOQUETE PARAFUSADEIRA 6MM
4.09.00000500604,BIT SOQUETE PARAFUSADEIRA 8MM
4.09.00000500605,BIT SOQUETE PARAFUSADEIRA 10MM
"4.09.00000500606,ESTICADOR 3/4"" MANILHA X MANILHA"
4.09.00000500607,BROCA METAL DURO 338 04.00MM
4.09.00000500608,BROCA METAL DURO 338 06.00MM
4.09.00000500609,BROCA METAL DURO 338 08.00MM
4.09.00000500610,SOQUETE IMPACTO SEXTAVADO 1/2X17MM
4.09.00000500611,CHAVE IMPACTO 3/4 125 KG
4.09.00000500612,TRENA BOLSO 10M/33
4.09.00000500613,MACACO HIDRAULICO 30 TON
4.09.00000500614,BICO DE CORTE 1503 NR06 MARCA CONDOR
4.09.00000500615,BICO DE CORTE 1503 NR08 MARCA CONDOR
4.09.00000500616,FACA CORTA CABO VDE 7 RETA
4.09.00000500617,CHAVE RODA CRUZ 17X19X21X23 MM
4.09.00000500618,CARRO ESTEIRA  150 KG -900MM
4.09.00000500619,SOQUETE  UNIVERSAL 2 POLOS
4.09.00000500620,TESOURA PROFISSIONAL GIMAP 10'' PARA CORTE DE MANTA
4.09.00000500621,MULTIMETRO DIGITAL ET-1002 MINIPA
4.09.00000500622,ESTAÄ«O TOTAL TOPCON CTS 3007 
4.09.00000500623,SOQUETE PONTA ALLEN 1/2X6MM
4.09.00000500624,SOQUETE PONTA ALLEN 1/2X10MM
4.09.00000500625,SOQUETE  ALLEN CURTO 1/2X14MM
4.09.00000500626,SOQUETE  ALLEN CURTO 1/2X12MM
4.09.00000500627,SACA PARAFUSO COM 5 PEÄAS
4.09.00000500628,JG CH COMBINADA C/CATR 8-19 MM 8PCS 08008 SATA
4.09.00000500629,JG CH COMBINADA 6-22 MM 17PCS AC 954
4.09.00000500630,JG ALICATE ANEL EXT/INT 7 4P R28002104
4.09.00000500631,JG CH BOCA 6-22 MM 8PCS DISMA/954
4.09.00000500632,MARCADOR IND ECO 3MM 60ML AMARELO
4.09.00000500633,MARTELO BOLA 1000G CABO MADEIRA SPART
4.09.00000500634,ESMERIL 1CV MONO 220V 8POL MM-100I
4.09.00000500635,BOMBA ENGRAXADEIRAV 209 -7KG MANGUEIRA 1.5
4.09.00000500636,ELETRODO 2,5X350MM 7018 LT 17KG
4.09.00000500637,ELETRODO 3,25X350MM - LT 18KG
4.09.00000500638,ELETRODO OK SERRALHEIRO 2,50
4.09.00000500639,PORTA ELETRODO SUPER C 1000 AMPERE
4.09.00000500640,CHAVE SOQUETE ENCAIXE 3/4MM 21
"4.09.00000500641,CHAVE SOQUETE SEXT.ENCAIXE 3/4""X 22MM"
"4.09.00000500642,CHAVE SOQUETE SEXT.ENCAIXE 3/4"" X 27MM"
"4.09.00000500643,CHAVE SOQUETE SEXT.ENCAIXE 3/4"" X 28MM"
4.09.00000500644,CHAVE VDE ALICATE UNIVERSAL 189H AMARELO
"4.09.00000500645,EXTENSAO CURTA ENCAIXE 1/2"" X 05"
4.09.00000500646,EXTINTOR DE P‡ QU÷MICO ABC 1 KG
"4.09.00000500647,EXTENSAO CURTA ENCAIXE 3/4"" X 08"
"4.09.00000500648,ALICATE ANEL  BICO INTERNO RETO 7"""
"4.09.00000500649,CHAVE PHILIPS 1/8 X4"""
"4.09.00000500650,CHAVE PHILIPS 3/16X 5"""
"4.09.00000500651,EXTENSAO CURTA ENCAIXE 3/8"" X 6"
"4.09.00000500652,CHAVE PHILIPS 5/16X 6"""
4.09.00000500653,JOGO CHAVE TORQUE T09 A 150  10 PEÄAS LONGA
4.09.00000500654,JOGO ALLEN 1.5 A 10MM   9 PEÄAS  LONGA
4.09.00000500655,CHAVE BIELA 8MM
4.09.00000500656,MULTIMETRO DIGITAL ET-1400 MINIPA
"4.09.00000500657,EXTENSAO CURTA ENCAIXE 3/8"" X 05"
4.09.00000500658,CANETA MARCADOR INDUSTRIAL VERMELHA
4.09.00000500659,JOGO DE CHAVE ALLEN 1.5 A 10MM 9PCS LONGA
4.09.00000500660,CONTAINER MODELO 6M DEP‡SITO SIMPLES REVESTIMENTO PREFIXO ALM:299
4.09.00000500661,CONTAINER MODULO 6 METROS ESCRIT‡RIO REVESTIDO TETO C/ ISOLAMENTO PREFIXO ESC 33 C/ AR CONDICIONADO 7500 BTUS 110 VTS
"4.09.00000500662,KIT SACA ROLAMENTO 4""(100MM)"
